Datum,PS_COVID_Faelle,UG_PI_COVID_Faelle,OG_PI_COVID_Faelle,PS_COVID_Faelle_ma4,UG_PI_COVID_Faelle_ma4,OG_PI_COVID_Faelle_ma4,PS_7_Tage_R_Wert,UG_PI_7_Tage_R_Wert,OG_PI_7_Tage_R_Wert
2020-03-02,303,292,318,225,213,238,,,
2020-03-03,321,304,336,261,248,275,,,
2020-03-04,449,430,469,326,311,342,,,
2020-03-05,503,483,524,394,377,412,,,
2020-03-06,757,735,782,507,488,528,2.34,2.28,2.39
2020-03-07,984,957,1008,673,651,696,2.56,2.5,2.61
2020-03-08,1336,1309,1373,895,871,922,2.93,2.88,2.98
2020-03-09,2020,1984,2052,1274,1246,1304,3.13,3.09,3.18
2020-03-10,2574,2532,2620,1728,1695,1763,3.22,3.18,3.26
2020-03-11,3238,3190,3283,2292,2253,2332,3.12,3.08,3.16
2020-03-12,3603,3534,3651,2859,2810,2901,2.84,2.82,2.87
2020-03-13,4353,4291,4408,3442,3386,3490,2.5,2.48,2.52
2020-03-14,4434,4373,4480,3907,3847,3955,2.18,2.17,2.2
2020-03-15,4677,4615,4734,4267,4203,4318,1.99,1.98,2
2020-03-16,6019,5956,6079,4871,4809,4925,1.74,1.73,1.75
2020-03-17,5236,5177,5296,5091,5030,5147,1.56,1.55,1.57
2020-03-18,5286,5230,5337,5304,5244,5362,1.39,1.39,1.4
2020-03-19,4726,4668,4780,5317,5258,5373,1.24,1.23,1.24
2020-03-20,5328,5262,5379,5144,5084,5198,1.13,1.13,1.14
2020-03-21,4443,4381,4514,4946,4885,5002,1.04,1.03,1.04
2020-03-22,3817,3759,3865,4578,4517,4634,.98,.97,.98
2020-03-23,5152,5096,5225,4685,4624,4746,.92,.92,.92
2020-03-24,4078,4024,4132,4373,4315,4434,.89,.89,.9
2020-03-25,4418,4353,4471,4366,4308,4423,.9,.89,.9
2020-03-26,3996,3927,4063,4411,4350,4473,.88,.88,.89
2020-03-27,4123,4052,4184,4154,4089,4212,.9,.89,.9
2020-03-28,3890,3834,3953,4107,4041,4168,.9,.9,.91
2020-03-29,3261,3202,3320,3818,3753,3880,.9,.9,.91
2020-03-30,4392,4328,4463,3917,3854,3980,.92,.92,.93
2020-03-31,3571,3517,3640,3778,3720,3844,.93,.92,.93
2020-04-01,4045,3983,4107,3817,3757,3883,.93,.93,.94
2020-04-02,3724,3674,3794,3933,3875,4001,.94,.94,.95
2020-04-03,3726,3650,3790,3766,3706,3833,.93,.92,.94
2020-04-04,3008,2952,3060,3626,3565,3688,.92,.92,.93
2020-04-05,2698,2644,2740,3289,3230,3346,.89,.89,.9
2020-04-06,3343,3294,3389,3194,3135,3245,.89,.88,.89
2020-04-07,3055,2999,3111,3026,2972,3075,.87,.86,.88
2020-04-08,2873,2814,2930,2992,2937,3042,.85,.84,.86
2020-04-09,2701,2661,2760,2993,2942,3047,.83,.82,.84
2020-04-10,2322,2276,2363,2738,2687,2791,.81,.8,.81
2020-04-11,2018,1970,2061,2478,2430,2528,.81,.81,.82
2020-04-12,1953,1906,2010,2248,2203,2298,.79,.78,.79
2020-04-13,1886,1837,1932,2045,1997,2091,.79,.78,.79
2020-04-14,1951,1907,1998,1952,1905,2000,.78,.77,.78
2020-04-15,1940,1887,1995,1932,1884,1983,.76,.75,.76
2020-04-16,1750,1698,1793,1882,1832,1929,.78,.77,.79
2020-04-17,1642,1592,1687,1821,1771,1868,.8,.79,.81
2020-04-18,1434,1394,1485,1692,1643,1740,.81,.8,.82
2020-04-19,1310,1263,1351,1534,1487,1579,.84,.83,.85
2020-04-20,1579,1537,1615,1491,1446,1534,.84,.83,.85
2020-04-21,1351,1303,1392,1419,1374,1461,.83,.82,.83
2020-04-22,1294,1251,1345,1383,1338,1426,.83,.82,.84
2020-04-23,1268,1228,1304,1373,1330,1414,.81,.8,.82
2020-04-24,1143,1105,1183,1264,1222,1306,.81,.8,.82
2020-04-25,1007,960,1041,1178,1136,1218,.82,.81,.83
2020-04-26,905,869,945,1081,1040,1118,.82,.81,.83
2020-04-27,1100,1066,1143,1039,1000,1078,.82,.81,.83
2020-04-28,944,901,975,989,949,1026,.81,.8,.82
2020-04-29,868,833,904,954,917,992,.81,.8,.82
2020-04-30,937,907,966,962,927,997,.81,.81,.83
2020-05-01,814,776,853,891,854,925,.82,.81,.84
2020-05-02,743,714,773,840,807,874,.85,.84,.87
2020-05-03,756,726,790,812,781,845,.86,.85,.88
2020-05-04,891,861,921,801,769,834,.89,.87,.9
2020-05-05,813,785,848,800,771,833,.9,.89,.92
2020-05-06,744,719,776,801,773,833,.89,.88,.9
2020-05-07,705,674,738,788,760,820,.9,.88,.91
2020-05-08,680,646,706,735,706,767,.89,.88,.9
2020-05-09,580,547,610,677,647,707,.87,.86,.89
2020-05-10,557,528,588,630,599,660,.87,.85,.88
2020-05-11,664,637,694,620,589,649,.85,.84,.86
2020-05-12,621,592,648,605,576,635,.85,.83,.86
2020-05-13,588,552,619,607,577,637,.85,.83,.86
2020-05-14,530,501,558,601,570,630,.89,.87,.9
2020-05-15,678,649,704,604,574,632,.92,.91,.94
2020-05-16,560,537,592,589,560,618,.93,.91,.95
2020-05-17,442,418,472,552,526,581,.96,.94,.97
2020-05-18,616,583,645,574,547,603,.92,.9,.93
2020-05-19,464,438,493,521,494,550,.92,.9,.93
2020-05-20,561,530,598,521,492,552,.91,.89,.93
2020-05-21,391,365,420,508,479,539,.85,.83,.86
2020-05-22,387,361,414,451,423,481,.83,.82,.85
2020-05-23,367,341,391,426,399,455,.82,.8,.84
2020-05-24,371,346,398,379,353,406,.81,.79,.83
2020-05-25,468,447,490,398,373,423,.87,.85,.89
2020-05-26,435,412,464,410,386,436,.89,.87,.91
2020-05-27,453,431,473,432,409,456,.91,.89,.93
2020-05-28,378,347,403,434,409,457,.94,.92,.96
2020-05-29,346,328,366,403,379,426,.92,.9,.94
2020-05-30,291,265,316,367,343,389,.92,.9,.94
2020-05-31,269,248,291,321,297,344,.87,.85,.89
2020-06-01,328,309,354,308,287,332,.89,.86,.91
2020-06-02,439,408,468,332,307,357,.89,.87,.91
2020-06-03,399,370,427,359,334,385,.91,.89,.94
2020-06-04,341,323,360,377,352,402,.95,.93,.98
2020-06-05,319,293,345,375,348,400,.96,.93,.99
2020-06-06,300,282,327,340,317,365,.96,.94,.99
2020-06-07,231,208,252,298,276,321,1.01,.98,1.03
2020-06-08,409,382,433,315,291,339,1.03,1,1.05
2020-06-09,449,425,479,347,324,373,1.04,1.01,1.06
2020-06-10,433,404,457,381,354,405,1.06,1.04,1.09
2020-06-11,367,350,386,415,390,439,1.05,1.03,1.08
2020-06-12,374,348,394,406,382,429,1.07,1.04,1.1
2020-06-13,367,338,388,385,360,406,1.11,1.09,1.14
2020-06-14,354,326,385,365,341,388,1.19,1.16,1.23
2020-06-15,646,611,686,435,406,463,1.43,1.39,1.46
2020-06-16,1114,1075,1153,620,587,653,1.48,1.44,1.5
2020-06-17,660,630,697,693,660,730,1.47,1.45,1.51
2020-06-18,536,503,566,739,704,775,1.42,1.39,1.44
2020-06-19,572,528,605,720,684,755,1.19,1.17,1.22
2020-06-20,473,441,510,560,525,594,1.13,1.1,1.15
2020-06-21,367,340,396,487,453,519,1.04,1.01,1.06
2020-06-22,470,438,498,471,437,502,.83,.81,.84
2020-06-23,429,406,454,435,406,464,.76,.75,.78
2020-06-24,468,442,492,434,406,460,.73,.71,.74
2020-06-25,410,386,439,445,418,471,.73,.71,.74
2020-06-26,433,407,454,435,410,460,.84,.82,.86
2020-06-27,352,326,378,416,390,441,.87,.85,.89
2020-06-28,313,285,330,377,351,400,.89,.87,.91
2020-06-29,428,404,451,381,355,403,.93,.91,.95
2020-06-30,435,407,460,382,355,404,.95,.92,.97
2020-07-01,404,378,433,395,368,418,.94,.92,.96
2020-07-02,342,322,369,402,377,428,.92,.9,.94
2020-07-03,345,323,369,382,357,407,.9,.88,.93
2020-07-04,300,279,325,348,325,374,.92,.9,.94
2020-07-05,290,262,311,319,296,343,.92,.9,.95
2020-07-06,371,350,390,326,303,348,.93,.91,.95
2020-07-07,376,349,395,334,310,355,.93,.91,.95
2020-07-08,359,336,386,349,324,370,.95,.93,.97
2020-07-09,377,359,399,370,348,392,1.01,.98,1.04
2020-07-10,429,404,459,385,362,409,1.07,1.03,1.1
2020-07-11,386,361,407,388,365,413,1.12,1.09,1.15
2020-07-12,360,333,384,388,364,412,1.17,1.15,1.2
2020-07-13,542,519,576,430,404,456,1.19,1.16,1.22
2020-07-14,517,490,541,452,426,477,1.23,1.2,1.25
2020-07-15,558,528,594,494,467,523,1.23,1.2,1.26
2020-07-16,469,437,499,522,494,552,1.19,1.16,1.23
2020-07-17,533,509,564,519,491,549,1.17,1.14,1.19
2020-07-18,486,462,510,511,484,541,1.14,1.12,1.17
2020-07-19,517,495,546,501,476,529,1.16,1.13,1.17
2020-07-20,689,654,720,556,530,585,1.17,1.15,1.2
2020-07-21,701,669,734,598,570,627,1.19,1.17,1.22
2020-07-22,736,709,772,661,631,693,1.2,1.17,1.22
2020-07-23,676,639,712,701,668,734,1.19,1.17,1.21
2020-07-24,692,661,726,701,669,736,1.17,1.15,1.19
2020-07-25,618,589,653,680,649,715,1.14,1.12,1.16
2020-07-26,607,577,638,648,616,682,1.12,1.1,1.14
2020-07-27,822,787,862,685,653,719,1.09,1.07,1.11
2020-07-28,764,734,802,703,671,738,1.06,1.05,1.08
2020-07-29,740,710,772,733,702,768,1.06,1.05,1.08
2020-07-30,764,730,796,773,740,808,1.05,1.03,1.07
2020-07-31,776,734,809,761,727,794,1.08,1.06,1.1
2020-08-01,823,791,868,776,741,811,1.13,1.11,1.16
2020-08-02,889,849,925,813,776,849,1.17,1.15,1.18
2020-08-03,1082,1038,1125,893,853,932,1.19,1.17,1.21
2020-08-04,993,956,1038,947,908,989,1.19,1.17,1.21
2020-08-05,986,941,1028,988,946,1029,1.17,1.16,1.2
2020-08-06,1004,951,1051,1016,971,1060,1.17,1.15,1.19
2020-08-07,1048,1002,1092,1008,963,1052,1.15,1.14,1.17
2020-08-08,1003,952,1052,1011,962,1056,1.13,1.12,1.15
2020-08-09,1041,994,1089,1024,975,1071,1.14,1.12,1.16
2020-08-10,1399,1340,1468,1123,1072,1175,1.14,1.12,1.16
2020-08-11,1308,1261,1359,1188,1137,1242,1.16,1.14,1.18
2020-08-12,1319,1275,1369,1267,1217,1321,1.18,1.17,1.2
2020-08-13,1357,1291,1419,1346,1292,1404,1.17,1.15,1.19
2020-08-14,1320,1264,1373,1326,1273,1380,1.15,1.13,1.16
2020-08-15,1200,1161,1267,1299,1248,1357,1.12,1.1,1.13
2020-08-16,1168,1127,1228,1261,1210,1322,1.07,1.06,1.09
2020-08-17,1418,1367,1468,1276,1229,1334,1.06,1.04,1.08
2020-08-18,1458,1399,1519,1311,1263,1370,1.03,1.01,1.05
2020-08-19,1293,1241,1345,1334,1283,1390,.99,.98,1.01
2020-08-20,1142,1093,1192,1328,1275,1381,.97,.96,.99
2020-08-21,1155,1115,1203,1262,1212,1315,.95,.93,.96
2020-08-22,1109,1067,1152,1175,1129,1223,.95,.93,.96
2020-08-23,1161,1121,1211,1142,1099,1189,.97,.96,.99
2020-08-24,1426,1379,1472,1213,1170,1259,.98,.96,.99
2020-08-25,1329,1281,1377,1256,1212,1303,.97,.96,.99
2020-08-26,1198,1155,1248,1279,1234,1327,.98,.97,1
2020-08-27,1218,1168,1277,1293,1246,1343,.98,.97,1
2020-08-28,1136,1093,1179,1220,1174,1270,.98,.97,.99
2020-08-29,957,916,1001,1127,1083,1176,.97,.96,.99
2020-08-30,1024,980,1071,1084,1039,1132,.96,.94,.97
2020-08-31,1365,1309,1427,1120,1074,1169,.98,.96,.99
2020-09-01,1484,1441,1530,1207,1161,1257,1.01,.99,1.03
2020-09-02,1332,1295,1390,1301,1256,1354,1.03,1.02,1.05
2020-09-03,1254,1195,1302,1359,1310,1412,1.06,1.04,1.07
2020-09-04,1276,1236,1328,1336,1291,1387,1.06,1.05,1.08
2020-09-05,1155,1118,1193,1254,1211,1303,1.08,1.06,1.09
2020-09-06,1301,1257,1354,1246,1201,1294,1.1,1.08,1.11
2020-09-07,1592,1541,1644,1331,1288,1380,1.09,1.08,1.11
2020-09-08,1586,1534,1635,1408,1362,1456,1.1,1.08,1.11
2020-09-09,1598,1555,1659,1519,1472,1573,1.11,1.09,1.12
2020-09-10,1630,1577,1683,1601,1552,1655,1.12,1.1,1.14
2020-09-11,1640,1599,1693,1613,1566,1667,1.15,1.13,1.16
2020-09-12,1534,1493,1582,1601,1556,1654,1.14,1.13,1.16
2020-09-13,1576,1532,1633,1595,1550,1647,1.15,1.14,1.17
2020-09-14,2122,2072,2177,1718,1674,1771,1.15,1.13,1.16
2020-09-15,1970,1913,2017,1801,1752,1852,1.14,1.12,1.15
2020-09-16,1887,1842,1945,1889,1839,1943,1.12,1.1,1.13
2020-09-17,1721,1680,1769,1925,1877,1977,1.07,1.06,1.08
2020-09-18,1702,1655,1745,1820,1772,1869,1.03,1.02,1.05
2020-09-19,1502,1465,1545,1703,1660,1751,1.01,1.01,1.02
2020-09-20,1627,1577,1667,1638,1594,1681,1.01,1,1.02
2020-09-21,2193,2140,2235,1756,1709,1798,1.02,1.01,1.03
2020-09-22,2153,2105,2208,1869,1822,1913,1.04,1.03,1.05
2020-09-23,2080,2016,2144,2013,1959,2063,1.06,1.05,1.07
2020-09-24,2071,2009,2126,2124,2067,2178,1.09,1.08,1.11
2020-09-25,2160,2108,2226,2116,2059,2176,1.11,1.1,1.12
2020-09-26,1927,1878,1986,2059,2003,2120,1.12,1.11,1.12
2020-09-27,1902,1848,1955,2015,1961,2073,1.12,1.11,1.13
2020-09-28,2665,2592,2751,2164,2106,2229,1.13,1.12,1.14
2020-09-29,2765,2702,2820,2315,2255,2378,1.15,1.13,1.16
2020-09-30,2782,2704,2830,2529,2461,2589,1.19,1.17,1.2
2020-10-01,3007,2928,3088,2805,2731,2872,1.23,1.22,1.24
2020-10-02,3373,3298,3438,2982,2908,3044,1.28,1.26,1.29
2020-10-03,3361,3294,3440,3131,3056,3199,1.31,1.3,1.33
2020-10-04,3418,3349,3472,3290,3217,3359,1.36,1.35,1.37
2020-10-05,4760,4678,4846,3728,3655,3799,1.38,1.37,1.39
2020-10-06,4793,4731,4861,4083,4013,4155,1.39,1.38,1.4
2020-10-07,4918,4822,5013,4472,4395,4548,1.39,1.37,1.4
2020-10-08,4981,4887,5078,4863,4779,4949,1.35,1.33,1.36
2020-10-09,5379,5299,5463,5018,4935,5103,1.32,1.3,1.32
2020-10-10,5310,5207,5400,5147,5054,5238,1.29,1.28,1.3
2020-10-11,5496,5381,5573,5292,5193,5378,1.3,1.29,1.3
2020-10-12,7501,7415,7602,5922,5825,6009,1.31,1.3,1.32
2020-10-13,7861,7751,7970,6542,6438,6636,1.34,1.33,1.35
2020-10-14,8428,8305,8528,7321,7213,7418,1.37,1.35,1.37
2020-10-15,8689,8574,8839,8120,8011,8235,1.38,1.37,1.38
2020-10-16,9553,9396,9677,8633,8506,8753,1.37,1.36,1.38
2020-10-17,9360,9239,9477,9008,8878,9130,1.38,1.37,1.38
2020-10-18,10463,10333,10611,9516,9385,9651,1.4,1.39,1.41
2020-10-19,13822,13664,13956,10800,10658,10930,1.42,1.41,1.43
2020-10-20,14821,14622,14949,12116,11964,12248,1.44,1.44,1.45
2020-10-21,15400,15227,15579,13626,13461,13774,1.43,1.42,1.44
2020-10-22,15030,14854,15203,14768,14592,14922,1.39,1.38,1.4
2020-10-23,15846,15649,16026,15274,15088,15439,1.34,1.33,1.34
2020-10-24,15085,14900,15243,15340,15157,15513,1.29,1.28,1.29
2020-10-25,15648,15468,15808,15402,15218,15570,1.26,1.25,1.26
2020-10-26,19199,19047,19385,16444,16266,16615,1.21,1.21,1.21
2020-10-27,18431,18240,18619,17090,16914,17264,1.17,1.16,1.17
2020-10-28,18089,17921,18274,17841,17669,18021,1.13,1.12,1.13
2020-10-29,16807,16576,17017,18131,17946,18324,1.09,1.08,1.09
2020-10-30,17242,17074,17387,17642,17453,17824,1.06,1.05,1.06
2020-10-31,15629,15403,15810,16942,16743,17122,1.04,1.04,1.04
2020-11-01,16649,16494,16808,16582,16386,16755,1.04,1.04,1.04
2020-11-02,20976,20790,21166,17624,17440,17793,1.03,1.03,1.04
2020-11-03,19013,18843,19240,18067,17882,18256,1.03,1.02,1.03
2020-11-04,18022,17882,18173,18665,18502,18847,1.02,1.01,1.02
2020-11-05,16547,16366,16735,18639,18470,18828,.99,.99,1
2020-11-06,16119,15969,16309,17425,17265,17614,.98,.98,.99
2020-11-07,15047,14918,15212,16434,16284,16607,.97,.97,.98
2020-11-08,15140,14940,15317,15713,15548,15893,.96,.95,.96
2020-11-09,19043,18872,19269,16337,16174,16527,.96,.96,.97
2020-11-10,18429,18238,18605,16914,16742,17101,.97,.96,.97
2020-11-11,17912,17713,18092,17631,17441,17820,.99,.98,.99
2020-11-12,17648,17481,17815,18258,18076,18445,1.02,1.02,1.03
2020-11-13,18341,18182,18572,18082,17904,18271,1.04,1.03,1.04
2020-11-14,16309,16144,16485,17553,17380,17741,1.05,1.05,1.05
2020-11-15,16498,16334,16674,17199,17035,17386,1.05,1.05,1.06
2020-11-16,20452,20250,20649,17900,17727,18095,1.04,1.04,1.05
2020-11-17,19425,19241,19568,18171,17992,18344,1.04,1.03,1.04
2020-11-18,18582,18382,18757,18739,18551,18912,1.02,1.02,1.03
2020-11-19,17268,17085,17518,18932,18739,19123,1,.99,1
2020-11-20,16783,16561,16973,18015,17817,18204,.98,.97,.98
2020-11-21,14439,14274,14580,16768,16575,16957,.95,.95,.96
2020-11-22,14503,14329,14711,15748,15562,15945,.94,.94,.94
2020-11-23,18473,18314,18650,16050,15869,16228,.94,.93,.94
2020-11-24,17430,17257,17584,16211,16043,16381,.94,.93,.94
2020-11-25,16897,16652,17078,16826,16638,17006,.94,.94,.95
2020-11-26,16015,15839,16185,17204,17015,17374,.96,.95,.96
2020-11-27,16413,16214,16590,16689,16490,16859,.98,.98,.98
2020-11-28,15492,15303,15672,16204,16002,16381,1,1,1.01
2020-11-29,15343,15134,15511,15816,15622,15989,1.03,1.03,1.04
2020-11-30,20716,20477,20892,16991,16782,17166,1.07,1.06,1.07
2020-12-01,20735,20535,20941,18072,17862,18254,1.09,1.08,1.09
2020-12-02,20599,20386,20838,19348,19133,19545,1.12,1.12,1.13
2020-12-03,20870,20664,21067,20730,20515,20934,1.14,1.14,1.15
2020-12-04,21532,21341,21734,20934,20731,21145,1.15,1.15,1.16
2020-12-05,20440,20281,20688,20860,20668,21082,1.16,1.16,1.17
2020-12-06,20786,20619,20971,20907,20726,21115,1.16,1.16,1.16
2020-12-07,26074,25847,26307,22208,22022,22425,1.15,1.15,1.16
2020-12-08,25865,25607,26059,23291,23089,23506,1.15,1.14,1.15
2020-12-09,25175,24968,25371,24475,24260,24677,1.13,1.13,1.13
2020-12-10,24652,24423,24864,25442,25211,25650,1.11,1.1,1.11
2020-12-11,24459,24255,24651,25038,24813,25236,1.09,1.09,1.09
2020-12-12,22999,22809,23211,24321,24114,24524,1.07,1.06,1.07
2020-12-13,22260,22028,22470,23592,23379,23799,1.05,1.05,1.06
2020-12-14,28021,27762,28233,24435,24213,24641,1.04,1.04,1.04
2020-12-15,26538,26303,26766,24954,24725,25170,1.03,1.02,1.03
2020-12-16,25416,25154,25594,25559,25312,25766,1.01,1.01,1.01
2020-12-17,23725,23508,23913,25925,25682,26126,.99,.99,1
2020-12-18,23109,22908,23324,24697,24468,24899,.97,.97,.98
2020-12-19,20618,20426,20823,23217,22999,23413,.96,.96,.96
2020-12-20,19976,19722,20157,21857,21641,22054,.94,.93,.94
2020-12-21,23042,22792,23233,21686,21462,21884,.91,.91,.91
2020-12-22,20571,20354,20737,21052,20823,21237,.88,.88,.88
2020-12-23,18515,18326,18711,20526,20298,20709,.85,.85,.85
2020-12-24,16483,16275,16640,19653,19436,19830,.83,.82,.83
2020-12-25,14919,14736,15085,17622,17422,17793,.83,.83,.83
2020-12-26,16296,16133,16463,16553,16367,16724,.86,.85,.86
2020-12-27,18086,17917,18287,16446,16265,16618,.89,.89,.9
2020-12-28,22339,22138,22542,17910,17731,18094,.93,.93,.94
2020-12-29,18575,18364,18817,18824,18638,19027,.95,.94,.95
2020-12-30,16287,16110,16458,18822,18632,19026,.95,.94,.95
2020-12-31,14556,14422,14709,17939,17758,18131,.95,.95,.96
2021-01-01,15011,14842,15212,16107,15934,16299,.97,.96,.97
2021-01-02,16109,15957,16254,15491,15333,15658,.98,.98,.98
2021-01-03,17567,17405,17750,15811,15656,15981,.99,.98,.99
2021-01-04,21354,21166,21548,17510,17342,17691,.99,.99,.99
2021-01-05,19167,18990,19332,18549,18379,18721,1,.99,1
2021-01-06,17005,16824,17185,18773,18596,18954,1.01,1.01,1.02
2021-01-07,15624,15442,15773,18288,18105,18459,1.02,1.02,1.03
2021-01-08,15384,15218,15597,16795,16618,16972,1,.99,1
2021-01-09,13355,13159,13547,15342,15160,15526,.96,.96,.96
2021-01-10,13923,13782,14074,14571,14400,14748,.91,.91,.91
